ReceivingAreas_SASAId,rcaCode,rcaRelatedSA,rcaRelatedSARemark,ReportNetEnvelopeFileId
5042,ESCM360,ESRI360,,27735
5043,ESCM1027,ESRI1027,,27735
5044,ESCM1028,ESRI1028,,27735
5045,ESCM1029,ESRI1029,,27735
5046,ESCM1030,ESRI1030,,27735
5047,ESCM1031,ESRI1031,,27735
5048,ESCM1032,ESRI1032,,27735
5049,ESCM361,ESRI361,,27735
5050,ESCM362,ESRI362,,27735
5051,ESCM363,ESRI363,,27735
5052,ESCM364,ESRI364,,27735
5053,ESCM365,ESRI365,,27735
5054,ESCM368,ESRI368,,27735
5055,ESCM366,ESRI366,,27735
5056,ESCM367,ESRI367,,27735
5057,ESCM369,ESRI369,,27735
5058,ESCM370,ESRI370,,27735
5059,ESCM371,ESRI371,,27735
5060,ESCM373,ESRI373,,27735
5061,ESCM374,ESRI374,,27735
5062,ESCM375,ESRI375,,27735
5063,ESCM441,ESCA441,,27735
5064,ESCM376,ESRI376,,27735
5065,ESCM377,ESRI377,,27735
5066,ESCM378,ESRI378,,27735
5067,ESCM379,ESRI379,,27735
5068,ESCM380,ESRI380,,27735
5069,ESCM381,ESRI381,,27735
5070,ESCM382,ESRI382,,27735
5071,ESCM383,ESRI383,,27735
5072,ESCM384,ESRI384,,27735
5073,ESCM385,ESRI385,,27735
5074,ESCM386,ESRI386,,27735
5075,ESCM388,ESRI388,,27735
5076,ESCM389,ESRI389,,27735
5077,ESCM390,ESRI390,,27735
5078,ESCM391,ESRI391,,27735
5079,ESCM392,ESRI392,,27735
5080,ESCM393,ESRI393,,27735
5081,ESCM394,ESRI394,,27735
5082,ESCM395,ESRI395,,27735
5083,ESCM396,ESRI396,,27735
5084,ESCM397,ESRI397,,27735
5085,ESCM398,ESRI398,,27735
5086,ESCM399,ESRI399,,27735
5087,ESCM400,ESRI400,,27735
5088,ESCM401,ESRI401,,27735
5089,ESCM403,ESRI403,,27735
5090,ESCM404,ESRI404,,27735
5091,ESCM405,ESRI405,,27735
5092,ESCM406,ESRI406,,27735
5093,ESCM407,ESRI407,,27735
5094,ESCM408,ESRI408,,27735
5095,ESCM410,ESRI410,,27735
5096,ESCM411,ESRI411,,27735
5097,ESCM412,ESRI412,,27735
5098,ESCM414,ESRI414,,27735
5099,ESCM415,ESRI415,,27735
5100,ESCM417,ESRI417,,27735
5101,ESCM418,ESRI418,,27735
5102,ESCM419,ESRI419,,27735
5103,ESCM420,ESRI420,,27735
5104,ESCM421,ESRI421,,27735
5105,ESCM422,ESRI422,,27735
5106,ESCM423,ESRI423,,27735
5107,ESCM424,ESRI424,,27735
5108,ESCM425,ESRI425,,27735
5109,ESCM428,ESRI428,,27735
5110,ESCM429,ESRI429,,27735
5111,ESCM431,ESRI431,,27735
5112,ESCM432,ESRI432,,27735
5113,ESCM433,ESRI433,,27735
5114,ESCM434,ESRI434,,27735
5115,ESCM436,ESRI436,,27735
5116,ESCM437,ESCA437,,27735
5117,ESCM438,ESCA438,,27735
5118,ESCM439,ESCA439,,27735
5119,ESCM440,ESCA440,,27735
5120,ESCM449,ESCA449,,27735
5121,ESCM442,ESRI442,,27735
5122,ESCM446,ESLK446,,27735
5123,ESCM447,ESCA447,,27735
5124,ESCM448,ESCA448,,27735
5125,ESCM450,ESCA450,,27735
5126,ESCM459,ESLK459,,27735
5127,ESCM620,ESCA620,,27735
5128,ESCM621,ESCA621,,27735
5129,ESCM466,ESRI466,,27735
5130,ESCM467,ESRI467,,27735
5131,ESCM468,ESRI468,,27735
5132,ESCM469,ESRI469,,27735
5133,ESCM470,ESRI470,,27735
5134,ESCM471,ESRI471,,27735
5135,ESCM472,ESRI472,,27735
5136,ESCM473,ESRI473,,27735
5137,ESCM474,ESRI474,,27735
5138,ESCM475,ESRI475,,27735
5139,ESCM476,ESRI476,,27735
5140,ESCM477,ESRI477,,27735
5141,ESCM478,ESRI478,,27735
5142,ESCM479,ESRI479,,27735
5143,ESCM480,ESRI480,,27735
5144,ESCM481,ESRI481,,27735
5145,ESCM482,ESLK482,,27735
5146,ESCM483,ESRI483,,27735
5147,ESCM484,ESRI484,,27735
5148,ESCM485,ESRI485,,27735
5149,ESCM486,ESRI486,,27735
5150,ESCM487,ESRI487,,27735
5151,ESCM488,ESRI488,,27735
5152,ESCM489,ESRI489,,27735
5153,ESCM490,ESRI490,,27735
5154,ESCM491,ESRI491,,27735
5155,ESCM492,ESLK492,,27735
5156,ESCM493,ESRI493,,27735
5157,ESCM494,ESRI494,,27735
5158,ESCM495,ESRI495,,27735
5159,ESCM496,ESRI496,,27735
5160,ESCM497,ESRI497,,27735
5161,ESCM498,ESRI498,,27735
5162,ESCM499,ESRI499,,27735
5163,ESCM500,ESRI500,,27735
5164,ESCM501,ESRI501,,27735
5165,ESCM502,ESRI502,,27735
5166,ESCM503,ESRI503,,27735
5167,ESCM504,ESRI504,,27735
5168,ESCM505,ESRI505,,27735
5169,ESCM506,ESRI506,,27735
5170,ESCM507,ESRI507,,27735
5171,ESCM508,ESRI508,,27735
5172,ESCM509,ESRI509,,27735
5173,ESCM510,ESRI510,,27735
5174,ESCM511,ESRI511,,27735
5175,ESCM512,ESRI512,,27735
5176,ESCM513,ESRI513,,27735
5177,ESCM514,ESRI514,,27735
5178,ESCM515,ESRI515,,27735
5179,ESCM516,ESRI516,,27735
5180,ESCM517,ESRI517,,27735
5181,ESCM518,ESRI518,,27735
5182,ESCM519,ESRI519,,27735
5183,ESCM520,ESRI520,,27735
5184,ESCM521,ESRI521,,27735
5185,ESCM522,ESRI522,,27735
5186,ESCM523,ESRI523,,27735
5187,ESCM524,ESRI524,,27735
5188,ESCM525,ESRI525,,27735
5189,ESCM526,ESRI526,,27735
5190,ESCM527,ESRI527,,27735
5191,ESCM528,ESRI528,,27735
5192,ESCM529,ESRI529,,27735
5193,ESCM530,ESRI530,,27735
5194,ESCM531,ESRI531,,27735
5195,ESCM532,ESRI532,,27735
5196,ESCM533,ESRI533,,27735
5197,ESCM534,ESRI534,,27735
5198,ESCM535,ESRI535,,27735
5199,ESCM536,ESRI536,,27735
5200,ESCM537,ESRI537,,27735
5201,ESCM538,ESRI538,,27735
5202,ESCM539,ESRI539,,27735
5203,ESCM540,ESRI540,,27735
5204,ESCM541,ESRI541,,27735
5205,ESCM542,ESRI542,,27735
5206,ESCM543,ESRI543,,27735
5207,ESCM544,ESRI544,,27735
5208,ESCM545,ESRI545,,27735
5209,ESCM546,ESRI546,,27735
5210,ESCM547,ESRI547,,27735
5211,ESCM548,ESRI548,,27735
5212,ESCM549,ESRI549,,27735
5213,ESCM550,ESRI550,,27735
5214,ESCM551,ESRI551,,27735
5215,ESCM552,ESRI552,,27735
5216,ESCM553,ESRI553,,27735
5217,ESCM554,ESRI554,,27735
5218,ESCM555,ESRI555,,27735
5219,ESCM556,ESRI556,,27735
5220,ESCM557,ESRI557,,27735
5221,ESCM558,ESRI558,,27735
5222,ESCM559,ESRI559,,27735
5223,ESCM560,ESRI560,,27735
5224,ESCM561,ESRI561,,27735
5225,ESCM562,ESRI562,,27735
5226,ESCM563,ESRI563,,27735
5227,ESCM564,ESRI564,,27735
5228,ESCM565,ESRI565,,27735
5229,ESCM566,ESRI566,,27735
5230,ESCM567,ESRI567,,27735
5231,ESCM568,ESRI568,,27735
5232,ESCM569,ESRI569,,27735
5233,ESCM570,ESRI570,,27735
5234,ESCM571,ESRI571,,27735
5235,ESCM572,ESRI572,,27735
5236,ESCM573,ESRI573,,27735
5237,ESCM574,ESRI574,,27735
5238,ESCM575,ESRI575,,27735
5239,ESCM576,ESRI576,,27735
5240,ESCM577,ESRI577,,27735
5241,ESCM578,ESRI578,,27735
5242,ESCM579,ESLK579,,27735
5243,ESCM580,ESRI580,,27735
5244,ESCM581,ESRI581,,27735
5245,ESCM582,ESRI582,,27735
5246,ESCM583,ESLK583,,27735
5247,ESCM584,ESRI584,,27735
5248,ESCM585,ESRI585,,27735
5249,ESCM586,ESRI586,,27735
5250,ESCM587,ESRI587,,27735
5251,ESCM588,ESRI588,,27735
5252,ESCM589,ESRI589,,27735
5253,ESCM590,ESRI590,,27735
5254,ESCM591,ESRI591,,27735
5255,ESCM592,ESRI592,,27735
5256,ESCM593,ESRI593,,27735
5257,ESCM594,ESRI594,,27735
5258,ESCM595,ESRI595,,27735
5259,ESCM596,ESRI596,,27735
5260,ESCM597,ESRI597,,27735
5261,ESCM598,ESRI598,,27735
5262,ESCM599,ESRI599,,27735
5263,ESCM600,ESRI600,,27735
5264,ESCM601,ESRI601,,27735
5265,ESCM602,ESRI602,,27735
5266,ESCM603,ESRI603,,27735
5267,ESCM604,ESRI604,,27735
5268,ESCM605,ESRI605,,27735
5269,ESCM606,ESRI606,,27735
5270,ESCM607,ESRI607,,27735
5271,ESCM608,ESRI608,,27735
5272,ESCM609,ESRI609,,27735
5273,ESCM610,ESRI610,,27735
5274,ESCM611,ESRI611,,27735
5275,ESCM612,ESRI612,,27735
5276,ESCM613,ESRI613,,27735
5277,ESCM614,ESRI614,,27735
5278,ESCM615,ESRI615,,27735
5279,ESCM616,ESRI616,,27735
5280,ESCM617,ESRI617,,27735
5281,ESCM618,ESRI618,,27735
5282,ESCM619,ESRI619,,27735
5283,ESCM622,ESCA622,,27735
5284,ESCM623,ESCA623,,27735
5285,ESCM624,ESCA624,,27735
5286,ESCM625,ESCA625,,27735
5287,ESCM626,ESCA626,,27735
5288,ESCM636,ESCA636,,27735
5289,ESCM646,ESCA646,,27735
5290,ESCM627,ESCA627,,27735
5291,ESCM647,ESCA647,,27735
5292,ESCM648,ESCA648,,27735
5293,ESCM649,ESCA649,,27735
5294,ESCM650,ESLK650,,27735
5295,ESCM651,ESLK651,,27735
5296,ESCM652,ESLK652,,27735
5297,ESCM653,ESLK653,,27735
5298,ESCM654,ESLK654,,27735
5299,ESCM656,ESLK656,,27735
5300,ESCM637,ESCA637,,27735
5301,ESCM638,ESCA638,,27735
5302,ESCM639,ESCA639,,27735
5303,ESCM640,ESCA640,,27735
5304,ESCM641,ESCA641,,27735
5305,ESCM642,ESCA642,,27735
5306,ESCM657,ESLK657,,27735
5307,ESCM658,ESLK658,,27735
5308,ESCM659,ESCA659,,27735
5309,ESCM674,ESCA674,,27735
5310,ESCM675,ESCA675,,27735
5311,ESCM676,ESCA676,,27735
5312,ESCM677,ESCA677,,27735
5313,ESCM678,ESCA678,,27735
5314,ESCM679,ESCA679,,27735
5315,ESCM680,ESCA680,,27735
5316,ESCM655,ESLK655,,27735
5317,ESCM681,ESCA681,,27735
5318,ESCM682,ESCA682,,27735
5319,ESCM683,ESCA683,,27735
5320,ESCM684,ESCA684,,27735
5321,ESCM660,ESLK660,,27735
5322,ESCM661,ESCA661,,27735
5323,ESCM662,ESCA662,,27735
5324,ESCM663,ESCA663,,27735
5325,ESCM664,ESCA664,,27735
5326,ESCM685,ESCA685,,27735
5327,ESCM686,ESCA686,,27735
5328,ESCM667,ESLK667,,27735
5329,ESCM668,ESRI668,,27735
5330,ESCM687,ESCA687,,27735
5331,ESCM688,ESCA688,,27735
5332,ESCM671,ESCA671,,27735
5333,ESCM672,ESCA672,,27735
5334,ESCM689,ESCA689,,27735
5335,ESCM690,ESCA690,,27735
5336,ESCM691,ESCA691,,27735
5337,ESCM693,ESCA693,,27735
5338,ESCM697,ESCA697,,27735
5339,ESCM698,ESCA698,,27735
5340,ESCM699,ESCA699,,27735
5341,ESCM700,ESCA700,,27735
5342,ESCM701,ESCA701,,27735
5343,ESCM702,ESCA702,,27735
5344,ESCM703,ESCA703,,27735
5345,ESCM704,ESCA704,,27735
5346,ESCM705,ESCA705,,27735
5347,ESCM706,ESCA706,,27735
5348,ESCM707,ESCA707,,27735
5349,ESCM708,ESCA708,,27735
5350,ESCM709,ESCA709,,27735
5351,ESCM710,ESCA710,,27735
5352,ESCM711,ESCA711,,27735
5353,ESCM692,ESCA692,,27735
5354,ESCM712,ESCA712,,27735
5355,ESCM694,ESCA694,,27735
5356,ESCM695,ESCA695,,27735
5357,ESCM696,ESCA696,,27735
5358,ESCM713,ESCA713,,27735
5359,ESCM714,ESCA714,,27735
5360,ESCM715,ESCA715,,27735
5361,ESCM716,ESCA716,,27735
5362,ESCM717,ESCA717,,27735
5363,ESCM718,ESCA718,,27735
5364,ESCM719,ESCA719,,27735
5365,ESCM720,ESCA720,,27735
5366,ESCM721,ESCA721,,27735
5367,ESCM722,ESCA722,,27735
5368,ESCM723,ESCA723,,27735
5369,ESCM724,ESCA724,,27735
5370,ESCM725,ESCA725,,27735
5371,ESCM726,ESCA726,,27735
5372,ESCM727,ESCA727,,27735
5373,ESCM728,ESCA728,,27735
5374,ESCM729,ESCA729,,27735
5375,ESCM730,ESCA730,,27735
5376,ESCM731,ESCA731,,27735
5377,ESCM732,ESCA732,,27735
5378,ESCM733,ESCA733,,27735
5379,ESCM734,ESCA734,,27735
5380,ESCM735,ESCA735,,27735
5381,ESCM736,ESCA736,,27735
5382,ESCM737,ESCA737,,27735
5383,ESCM738,ESCA738,,27735
5384,ESCM739,ESCA739,,27735
5385,ESCM740,ESCA740,,27735
5386,ESCM742,ESCA742,,27735
5387,ESCM744,ESCA744,,27735
5388,ESCM745,ESCA745,,27735
5389,ESCM746,ESCA746,,27735
5390,ESCM747,ESCA747,,27735
5391,ESCM749,ESCA749,,27735
5392,ESCM1026,ESRI1026,,27735
5393,ESCM372,ESRI372,,27735
5394,ESCM628,ESCA628,,27735
5395,ESCM629,ESCA629,,27735
5396,ESCM630,ESCA630,,27735
5397,ESCM631,ESCA631,,27735
5398,ESCM632,ESCA632,,27735
5399,ESCM633,ESCA633,,27735
5400,ESCM634,ESCA634,,27735
5401,ESCM635,ESCA635,,27735
5402,ESCM643,ESCA643,,27735
5403,ESCM644,ESCA644,,27735
5404,ESCM645,ESCA645,,27735
5405,ESCM669,ESCA669,,27735
5406,ESCM670,ESCA670,,27735
5407,ESCM673,ESCA673,,27735
5408,ESCM761,ESCA761,,27735
5409,ESCM750,ESCA750,,27735
5410,ESCM751,ESCA751,,27735
5411,ESCM752,ESCA752,,27735
5412,ESCM753,ESCA753,,27735
5413,ESCM754,ESCA754,,27735
5414,ESCM755,ESCA755,,27735
5415,ESCM756,ESCA756,,27735
5416,ESCM757,ESCA757,,27735
5417,ESCM759,ESCA759,,27735
5418,ESCM760,ESCA760,,27735
5419,ESCM820,ESCA820,,27735
5420,ESCM743,ESCA743,,27735
5421,ESCM995,ESCA995,,27735
5422,ESCM748,ESCA748,,27735
5423,ESCM996,ESCA996,,27735
5424,ESCM758,ESCA758,,27735
5425,ESCM762,ESLK762,,27735
5426,ESCM763,ESLK763,,27735
5427,ESCM821,ESRI821,,27735
5428,ESCM830,ESLK830,,27735
5429,ESCM837,ESLK837,,27735
5430,ESCM840,ESLK840,,27735
5431,ESCM841,ESLK841,,27735
5432,ESCM842,ESLK842,,27735
5433,ESCM843,ESLK843,,27735
5434,ESCM844,ESLK844,,27735
5435,ESCM845,ESLK845,,27735
5436,ESCM846,ESLK846,,27735
5437,ESCM985,ESCA985,,27735
5438,ESCM986,ESCA986,,27735
5439,ESCM988,ESRI988,,27735
5440,ESCM991,ESCA991,,27735
5441,ESCM999,ESRI999,,27735
5442,ESCM1033,ESCA1033,,27735
5443,ESCM1201,ESLK1201,,27735
5444,ESCM1202,ESLK1202,,27735
5445,ESCM1203,ESLK1203,,27735
5446,ESCM1204,ESLK1204,,27735
5447,ESCM1205,ESLK1205,,27735
5448,ESCM1206,ESLK1206,,27735
5449,ESCM1207,ESLK1207,,27735
5450,ESCM1208,ESLK1208,,27735
5451,ESCM1209,ESLK1209,,27735
5452,ESCM1212,ESRI1212,,27735
5453,ESCM1213,ESRI1213,,27735
5454,ESCM1214,ESRI1214,,27735
5455,ESCM1215,ESRI1215,,27735
5456,ESCM1216,ESRI1216,,27735
5457,ESCM1217,ESRI1217,,27735
5458,ESCM1218,ESRI1218,,27735
5459,ESCM1219,ESRI1219,,27735
5460,ESCM1220,ESRI1220,,27735
5461,ESCM1221,ESRI1221,,27735
5462,ESCM1222,ESRI1222,,27735
5463,ESCM1223,ESRI1223,,27735
5464,ESCM1224,ESRI1224,,27735
5465,ESCM1187,ESCA1187,,27735
5466,ESCM1188,ESCA1188,,27735
5467,ESCM1189,ESCA1189,,27735
5468,ESCM1190,ESCA1190,,27735
5523,UKENMI_CM145,UKENRI145,,27741
5524,UKENMI_CM153,UKENRI153,,27741
5525,UKENMI_CM152,UKENRI152,,27741
5526,UKENMI_CM87,UKENRI87,,27741
5527,UKENSO_CM147,UKENRI147,,27741
5528,UKENSO_CM146,UKENRI146,,27741
5529,UKENTH_CM157,UKENRI157,,27741
5530,UKENTH_CM58,UKENRI58,,27741
5531,UKENAN_CM16,UKENRI16,,27741
5532,UKENSW_CM148,UKENRI148,,27741
5533,UKENNW_CM156,UKENRI156,,27741
5534,UKENNW_CM155,UKENRI155,,27741
5535,UKENNW_CM154,UKENRI154,,27741
5536,UKENNW_CM151,UKENRI151,,27741
5537,UKENSO_CMLK120,UKENLK120,,27741
5538,UKENAN_CM23,UKENRI23,,27741
5539,UKENAN_CM29,UKENRI29,,27741
5540,UKENAN_CM31,UKENRI31,,27741
5541,UKENAN_CM60,UKENLK60,,27741
5542,UKENAN_CM61,UKENRI61,,27741
5543,UKENAN_CM62,UKENRI62,,27741
5544,UKENAN_CM63,UKENRI63,,27741
5545,UKENAN_CM65,UKENRI65,,27741
5546,UKENAN_CM66,UKENRI66,,27741
5547,UKENAN_CM67,UKENRI67,,27741
5548,UKENAN_CM68,UKENRI68,,27741
5549,UKENAN_CM69,UKENRI69,,27741
5550,UKENAN_CM70,UKENRI70,,27741
5551,UKENAN_CM71,UKENRI71,,27741
5552,UKENAN_CM72,UKENRI72,,27741
5553,UKENAN_CM73,UKENRI73,,27741
5554,UKENAN_CM74a,UKENRI74a,,27741
5555,UKENAN_CM74b,UKENRI74b,,27741
5556,UKENAN_CM75,UKENRI75,,27741
5557,UKENAN_CM85,UKENRI85,,27741
5558,UKENAN_CM88,UKENRI88,,27741
5559,UKENAN_CM89,UKENRI89,,27741
5560,UKENAN_CM90,UKENRI90,,27741
5561,UKENAN_CM91,UKENRI91,,27741
5562,UKENMI_CM10,UKENRI10,,27741
5563,UKENMI_CM100,UKENRI100,,27741
5564,UKENMI_CM101,UKENRI101,,27741
5565,UKENMI_CM102,UKENRI102,,27741
5566,UKENMI_CM103,UKENRI103,,27741
5567,UKENMI_CM104,UKENRI104,,27741
5568,UKENMI_CM105,UKENRI105,,27741
5569,UKENMI_CM106,UKENRI106,,27741
5570,UKENMI_CM130,UKENRI130,,27741
5571,UKENMI_CM8,UKENRI8,,27741
5572,UKENMI_CM9,UKENRI9,,27741
5573,UKENNE_CM76,UKENRI76,,27741
5574,UKENNE_CM79,UKENRI79,,27741
5575,UKENNE_CM80,UKENRI80,,27741
5576,UKENNE_CM96,UKENRI96,,27741
5577,UKENNE_CM97,UKENRI97,,27741
5578,UKENNE_CM98,UKENCA98,,27741
5579,UKENNE_CM99,UKENRI99,,27741
5580,UKENNW_CM1,UKENLK1,,27741
5581,UKENNW_CM142,UKENRI142,,27741
5582,UKENNW_CM143,UKENRI143,,27741
5583,UKENNW_CM2,UKENRI2,,27741
5584,UKENNW_CM3,UKENLK3,,27741
5585,UKENNW_CM35,UKENRI35,,27741
5586,UKENNW_CM4,UKENRI4,,27741
5587,UKENNW_CM6,UKENRI6,,27741
5588,UKENNW_CM94,UKENRI94,,27741
5589,UKENNW_CM95,UKENRI95,,27741
5590,UKENMI_CM131,UKENRI131,,27741
5591,UKENMI_CM132,UKENRI132,,27741
5592,UKENMI_CM133,UKENRI133,,27741
5593,UKENMI_CM135,UKENRI135,,27741
5594,UKENMI_CM137,UKENRI137,,27741
5595,UKENMI_CM138,UKENRI138,,27741
5596,UKENMI_CM139,UKENRI139,,27741
5597,UKENMI_CM37,UKENRI37,,27741
5598,UKENMI_CM38,UKENRI38,,27741
5599,UKENMI_CM41,UKENRI41,,27741
5600,UKENMI_CM42,UKENRI42,,27741
5601,UKENMI_CM43,UKENRI43,,27741
5602,UKENSO_CM123,UKENCA123,,27741
5603,UKENSO_CM56,UKENCA56,,27741
5604,UKENSO_CM109,UKENRI109,,27741
5605,UKENSO_CM110,UKENRI110,,27741
5606,UKENSO_CM112,UKENCA112,,27741
5607,UKENSO_CM126,UKENRI126,,27741
5608,UKENSO_CM128,UKENRI128,,27741
5609,UKENSO_CM13,UKENRI13,,27741
5610,UKENSO_CM14,UKENRI14,,27741
5611,UKENSW_CM51,UKENCA51,,27741
5612,UKENSW_CM115,UKENRI115,,27741
5613,UKENSW_CM116,UKENRI116,,27741
5614,UKENSW_CM117,UKENCA117,,27741
5615,UKENSW_CM12,UKENRI12,,27741
5616,UKENSW_CM140,UKENRI140,,27741
5617,UKENSW_CM141,UKENRI141,,27741
5618,UKENSW_CM52,UKENCA52,,27741
5619,UKENSW_CM77,UKENRI77,,27741
5620,UKENSW_CM78,UKENRI78,,27741
5621,UKENTH_CM15,UKENRI15,,27741
5622,UKENTH_CM17,UKENRI17,,27741
5623,UKENTH_CM57,UKENRI57,,27741
5624,UKENTH_CM59,UKENRI59,,27741
5625,UKENMI_CM108,UKENLK108,,27741
5626,UKWAWA_CM11,UKWARI11,,27741
5627,UKWAWA_CM121,UKWACA121,,27741
5628,UKWAWA_CM102SFW,UKWACA102SFW,,27741
5629,UKWAWA_CM107SFW,UKWACA107SFW,,27741
5630,UKWAWA_CM49,UKWACA49,,27741
5631,UKWAWA_CM50,UKWARI50,,27741
5632,UKWAWA_CM120,UKWACA120,,27741
5633,UKCMSC9127172,UKRISC912711,River,27741
5634,UKCMSC91271110,UKRISC9127162,River,27741
5635,UKCMSC9127177,UKRISC9127165,River,27741
5636,UKCMSC9127115,UKRISC9127170,River,27741
5637,UKCMSC9127133,UKRISC9127126,River,27741
5638,UKCMSC9127149,UKRISC9127136,River,27741
5639,UKCMSC9127113,UKRISC9127137,River,27741
5640,UKCMSC9127110,UKRISC9127147,River,27741
5641,UKCMSC9127132,UKRISC9127122,River,27741
5642,UKCMSC9127142,UKRISC9127175,River,27741
5643,UKCMSC9127136,UKRISC9127197,River,27741
5644,UKCMSC9127169,UKRISC91271101,River,27741
5645,UKCMSC9127169,UKRISC91271105,River,27741
5646,UKCMSC912713,UKRISC91271114,River,27741
5647,UKCMSC91271110,UKRISC91271125,River,27741
5648,UKCMSC9127115,UKRISC91271172,River,27741
5649,UKCMSC9127136,UKRISC91271121,River,27741
5650,UKCMSC9127147,UKRISC9127134,River,27741
5651,UKCMSC9127158,UKRISC9127179,River,27741
5652,UKCMSC9127146,UKRISC91271160,River,27741
5653,UKCMSC9127152,UKRISC91271153,River,27741
5654,UKCMSC9127146,UKRISC91271154,River,27741
5655,UKCMSC9127146,UKRISC91271159,River,27741
5656,UKCMSC9127118,UKRISC912716,River,27741
5657,UKCMSC9127125,UKRISC9127111,River,27741
5658,UKCMSC9127163,UKRISC9127113,River,27741
5659,UKCMSC9127181,UKRISC9127168,River,27741
5660,UKCMSC9127181,UKRISC9127169,River,27741
5661,UKCMSC9127110,UKRISC9127150,River,27741
5662,UKCMSC91271113,UKRISC9127142,River,27741
5663,UKCMSC9127175,UKRISC9127152,River,27741
5664,UKCMSC9127123,UKRISC9127173,River,27741
5665,UKCMSC9127142,UKRISC9127174,River,27741
5666,UKCMSC9127111,UKRISC9127186,River,27741
5667,UKCMSC9127175,UKRISC91271148,River,27741
5668,UKCMSC9127136,UKRISC91271122,River,27741
5669,UKCMSC9127169,UKRISC91271123,River,27741
5670,UKCMSC912713,UKRISC91271130,River,27741
5671,UKCMSC9127138,UKRISC91271136,River,27741
5672,UKCMSC91271113,UKRISC91271143,River,27741
5673,UKCMSC9127175,UKRISC91271146,River,27741
5674,UKCMSC9127146,UKRISC91271162,River,27741
5675,UKCMSC9127114,UKRISC91271164,River,27741
5676,UKCMSC9127148,UKRISC912712,River,27741
5677,UKCMSC9127199,UKRISC9127120,River,27741
5678,UKCMSC9127166,UKRISC9127121,River,27741
5679,UKCMSC9127177,UKRISC9127166,River,27741
5680,UKCMSC9127115,UKRISC9127171,River,27741
5681,UKCMSC91271110,UKRISC9127159,River,27741
5682,UKCMSC9127151,UKRISC9127189,River,27741
5683,UKCMSC9127152,UKRISC9127191,River,27741
5684,UKCMSC9127115,UKRISC9127198,River,27741
5685,UKCMSC9127169,UKRISC91271100,River,27741
5686,UKCMSC9127169,UKRISC91271102,River,27741
5687,UKCMSC9127169,UKRISC91271104,River,27741
5688,UKCMSC9127146,UKRISC91271109,River,27741
5689,UKCMSC9127116,UKRISC9127181,River,27741
5690,UKCMSC9127111,UKRISC9127185,River,27741
5691,UKCMSC9127178,UKRISC91271134,River,27741
5692,UKCMSC9127116,UKRISC91271140,River,27741
5693,UKCMSC9127182,UKRISC91271169,River,27741
5694,UKCMSC9127181,UKRISC91271170,River,27741
5695,UKCMSC9127117,UKRISC912714,River,27741
5696,UKCMSC9127168,UKRISC912715,River,27741
5697,UKCMSC9127177,UKRISC9127164,River,27741
5698,UKCMSC9127159,UKRISC9127138,River,27741
5699,UKCMSC912719,UKRISC9127141,River,27741
5700,UKCMSC9127110,UKRISC9127149,River,27741
5701,UKCMSC91271110,UKRISC9127161,River,27741
5702,UKCMSC9127136,UKRISC9127195,River,27741
5703,UKCMSC9127169,UKRISC9127199,River,27741
5704,UKCMSC9127146,UKRISC91271108,River,27741
5705,UKCMSC9127146,UKRISC91271110,River,27741
5706,UKCMSC912712,UKRISC91271116,River,27741
5707,UKCMSC9127111,UKRISC91271149,River,27741
5708,UKCMSC912712,UKRISC91271151,River,27741
5709,UKCMSC9127157,UKRISC91271135,River,27741
5710,UKCMSC9127145,UKRISC91271120,River,27741
5711,UKCMSC9127136,UKRISC91271142,River,27741
5712,UKCMSC9127146,UKRISC91271168,River,27741
5713,UKCMSC9127115,UKRISC91271173,River,27741
5714,UKCMSC91271110,UKRISC91271174,River,27741
5715,UKCMSC91271113,UKRISC9127145,River,27741
5716,UKCMSC9127135,UKRISC912718,River,27741
5717,UKCMSC91271113,UKRISC9127117,River,27741
5718,UKCMSC9127177,UKRISC9127163,River,27741
5719,UKCMSC912716,UKRISC9127127,River,27741
5720,UKCMSC9127137,UKRISC9127129,River,27741
5721,UKCMSC9127150,UKRISC9127130,River,27741
5722,UKCMSC9127171,UKRISC9127143,River,27741
5723,UKCMSC9127156,UKRISC9127123,River,27741
5724,UKCMSC9127154,UKRISC9127154,River,27741
5725,UKCMSC9127174,UKRISC9127156,River,27741
5726,UKCMSC9127119,UKRISC9127188,River,27741
5727,UKCMSC9127131,UKRISC9127193,River,27741
5728,UKCMSC9127115,UKRISC9127172,River,27741
5729,UKCMSC9127157,UKRISC9127183,River,27741
5730,UKCMSC9127121,UKRISC91271127,River,27741
5731,UKCMSC9127128,UKRISC91271137,River,27741
5732,UKCMSC9127141,UKRISC9127139,River,27741
5733,UKCMSC9127165,UKRISC9127135,River,27741
5734,UKCMSC9127128,UKRISC9127140,River,27741
5735,UKCMSC9127110,UKRISC9127146,River,27741
5736,UKCMSC9127110,UKRISC9127148,River,27741
5737,UKCMSC9127152,UKRISC9127190,River,27741
5738,UKCMSC9127146,UKRISC9127194,River,27741
5739,UKCMSC9127146,UKRISC91271107,River,27741
5740,UKCMSC912713,UKRISC91271113,River,27741
5741,UKCMSC912712,UKRISC91271115,River,27741
5742,UKCMSC9127116,UKRISC9127180,River,27741
5743,UKCMSC9127119,UKRISC9127187,River,27741
5744,UKCMSC9127147,UKRISC91271132,River,27741
5745,UKCMSC9127178,UKRISC91271133,River,27741
5746,UKCMSC9127146,UKRISC91271119,River,27741
5747,UKCMSC9127116,UKRISC91271139,River,27741
