ReceivingAreas_SAParametersId,rcaCode,rcaParameter,rcaDateDesignation,rcaDateDesignation_original,rcaStartDate,rcaStartDate_original,rcaCRelevantDirective,rcaCIDOtherDirective,rcaCDateOtherDirective,rcaCDateOtherDirective_original,ReportNetEnvelopeFileId
134153,ESCM448,aP,20030529,2003-05-29,20100529,2010-05-29,,,,,27735
134154,ESCM450,aP,20030529,2003-05-29,20100529,2010-05-29,,,,,27735
134155,ESCM459,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134156,ESCM620,aP,20020905,2002-09-05,20090905,2009-09-05,76/160/CEE,,,,27735
134157,ESCM621,aP,20020905,2002-09-05,20090905,2009-09-05,76/160/CEE,,,,27735
134158,ESCM466,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134159,ESCM467,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134160,ESCM468,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134161,ESCM469,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134162,ESCM470,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134163,ESCM471,aP,20060728,2006-07-28,20130728,2013-07-28,,,,,27735
134164,ESCA624,aP,20020905,2002-09-05,20090905,2009-09-05,76/160/CEE,,,,27735
134165,ESCA450,aP,20030529,2003-05-29,20100529,2010-05-29,,,,,27735
134166,ESCA625,aP,20020905,2002-09-05,20090905,2009-09-05,76/160/CEE,,,,27735
134167,ESCA636,aP,20020905,2002-09-05,20090905,2009-09-05,76/160/CEE,,,,27735
134168,ESCA649,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134169,ESCA659,aP,20060728,2006-07-28,20130728,2013-07-28,76/160/CEE,,,,27735
134170,ESCA677,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134171,ESCA678,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134172,ESCA627,aP,20010623,2001-06-23,20080623,2008-06-23,,,,,27735
134173,ESCM718,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134174,ESCM719,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134175,ESCM720,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134176,ESCM721,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134177,ESCM722,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134178,ESCM723,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134179,ESCM742,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134180,ESCM747,aP,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134181,ESCA748,aP,20030529,2003-05-29,20100529,2010-05-29,,,,,27735
134182,ESCM605,b,20030529,2003-05-29,20100529,2010-05-29,75/440/CEE NITRATOS,,,,27735
134183,ESCM606,b,20030529,2003-05-29,20100529,2010-05-29,75/440/CEE NITRATOS,,,,27735
134184,ESCM607,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134185,ESCM608,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134186,ESCM609,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134187,ESCM610,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134188,ESCM668,b,20040204,2004-02-04,20110204,2011-02-04,,,,,27735
134189,ESRI605,b,20030529,2003-05-29,20100529,2010-05-29,75/440/CEE NITRATOS,,,,27735
134190,ESRI606,b,20030529,2003-05-29,20100529,2010-05-29,75/440/CEE NITRATOS,,,,27735
134191,ESRI607,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134192,ESRI608,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134193,ESRI609,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134194,ESRI610,b,20040915,2004-09-15,20110915,2011-09-15,,,,,27735
134195,ESRI668,b,20040204,2004-02-04,20110204,2011-02-04,,,,,27735
134196,ESCA720,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134197,ESCA721,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134198,ESCA722,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134199,ESCA723,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134200,ESCA724,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134201,ESCA725,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134202,ESCA726,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134203,ESCA727,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134204,ESCA728,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134205,ESCA729,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134206,ESCA730,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134207,ESCA731,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134208,ESCA732,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE,,,,27735
134209,ESCA441,c,20010731,2001-07-31,20080731,2008-07-31,76/160/CEE,,,,27735
134210,ESCA449,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134211,ESCM685,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134212,ESCM686,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134213,ESCM687,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134214,ESCM688,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134215,ESCM689,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134216,ESCM690,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134217,ESCM691,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134218,ESCM693,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134219,ESCM697,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134220,ESCM698,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134221,ESCM699,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134222,ESCM700,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134223,ESCM701,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134224,ESCM702,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134225,ESCM703,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134226,ESCM704,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134227,ESCM705,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134228,ESCM706,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134229,ESCM707,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134230,ESCM708,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134231,ESCM709,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134232,ESCM710,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134233,ESCM711,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134234,ESCM712,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134235,ESCM713,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134236,ESCM714,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134237,ESCM715,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134238,ESCM716,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134239,ESCM717,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134240,ESCM626,c,20010530,2001-05-30,20080530,2008-05-30,76/160/CEE,,,,27735
134241,ESCM646,c,20010731,2001-07-31,20080731,2008-07-31,76/160/CEE,,,,27735
134242,ESCM647,c,20010731,2001-07-31,20080731,2008-07-31,76/160/CEE,,,,27735
134243,ESCM676,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134244,ESCM677,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134245,ESCM678,c,20030529,2003-05-29,20100529,2010-05-29,76/160/CEE PARAMETROS MICROBIOLOGICOS Y FISICO-QUIMICOS,,,,27735
134246,ESRI379,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134247,ESRI380,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134248,ESRI381,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134249,ESRI382,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134250,ESRI383,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134251,ESRI384,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134252,ESRI385,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134253,ESRI386,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134254,ESRI388,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134255,ESRI389,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134256,ESRI390,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134257,ESRI391,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134258,ESRI392,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134259,ESRI393,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134260,ESRI394,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134261,ESRI395,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134262,ESRI396,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134263,ESRI397,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134264,ESRI398,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134265,ESRI399,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134266,ESRI400,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134267,ESRI401,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134268,ESRI403,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134269,ESRI404,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134270,ESRI405,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134271,ESRI406,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134272,ESRI407,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134273,ESRI408,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134274,ESRI410,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134275,ESRI411,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134276,ESRI412,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134277,ESRI414,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134278,ESRI415,aN,20060612,2006-06-12,20130612,2013-06-12,,,,,27735
134279,ESLK1201,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134280,ESLK1202,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134281,ESLK1203,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134282,ESLK1204,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134283,ESLK1205,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134284,ESLK1206,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134285,ESLK1207,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134286,ESLK1208,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134287,ESLK1209,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134288,ESRI1212,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134289,ESRI1213,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134290,ESRI1214,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134291,ESRI1215,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134292,ESRI1216,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134293,ESRI1217,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134294,ESRI1218,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134295,ESRI1219,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134296,ESRI1220,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134297,ESCM1206,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134298,ESCM1207,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134299,ESCM1208,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134300,ESCM1209,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134301,ESCM1212,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134302,ESCM1213,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134303,ESCM1214,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134304,ESCM1215,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134305,ESCM1216,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134306,ESCM1217,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134307,ESCM1218,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134308,ESCM1219,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134309,ESCM1220,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134310,ESCM1221,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134311,ESCM1222,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134312,ESCM1223,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134313,ESCM1224,aN,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134314,ESCA1187,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134315,ESCA1188,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134316,ESCA1189,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134317,ESCA1190,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134318,ESCM1187,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134319,ESCM1188,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134320,ESCM1189,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134321,ESCM1190,aP,20140121,2014-01-21,20210121,2021-01-21,2014-01-21,,,,27735
134322,ESRI1221,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134323,ESRI1222,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134324,ESRI1223,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134325,ESRI1224,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134326,ESCM1201,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134327,ESCM1202,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134328,ESCM1203,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134329,ESCM1204,aP,20130128,2013-01-28,20200128,2020-01-28,RESOLUCI”N do 28 de xaneiro de 2013,,,,27735
134510,UKWARI11,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134511,UKWAWA_CM11,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134512,UKENCA117,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134513,UKENCA51,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134514,UKENSW_CM51,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134515,UKENSW_CM117,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134516,UKENRI87,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134517,UKENMI_CM87,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134518,UKENAN_CM61,b,19970225,1997-02-25,20040225,2004-02-25,,,,,27741
134519,UKENAN_CM66,b,19970225,1997-02-25,20040225,2004-02-25,,,,,27741
134520,UKENAN_CM72,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134521,UKENAN_CM74a,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134522,UKENRI134,b,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134523,UKENRI61,b,19970225,1997-02-25,20040225,2004-02-25,,,,,27741
134524,UKENRI66,b,19970225,1997-02-25,20040225,2004-02-25,,,,,27741
134525,UKENRI72,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134526,UKENRI74a,b,20020503,2002-05-03,20090503,2009-05-03,,,,,27741
134527,UKENMI_CM100,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134528,UKENMI_CM101,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134529,UKENMI_CM102,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134530,UKENMI_CM103,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134531,UKENMI_CM104,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134532,UKENMI_CM105,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134533,UKENMI_CM106,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134534,UKENMI_CM130,aP,20071015,2007-10-15,20141015,2014-10-15,,,,,27741
134535,UKENMI_CM8,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134536,UKENMI_CM9,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134537,UKENNE_CM76,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134538,UKENNE_CM79,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134539,UKENNE_CM80,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134540,UKENNE_CM96,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134541,UKENNE_CM97,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134542,UKENNE_CM98,aN,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134543,UKENNE_CM99,aP,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134544,UKENNW_CM1,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134545,UKENMI_CM145,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134546,UKENRI153,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134547,UKENMI_CM153,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134548,UKENRI152,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134549,UKENMI_CM152,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134550,UKENSO_CM147,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134551,UKENRI146,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134552,UKENSO_CM146,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134553,UKENRI157,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134554,UKENTH_CM157,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134555,UKENTH_CM58,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134556,UKENCA78SFW,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134557,UKENRI148,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134558,UKENAN_CM16,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134559,UKENSW_CM148,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134560,UKENCA35000BW,c,20020503,2002-05-03,20020503,2002-05-03,Bathing Waters Directive,,19880101,1988-01-01,27741
134561,UKENCA35700BW,c,20020503,2002-05-03,20020503,2002-05-03,Bathing Waters Directive,,19880101,1988-01-01,27741
134562,UKENRI149,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134563,UKENNW_CM156,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134564,UKENRI155,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134565,UKENNW_CM155,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134566,UKENCA116SFW,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134567,UKENRI154,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134568,UKENNW_CM154,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134569,UKENRI151,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134570,UKENNW_CM151,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134571,UKENCA111SFW,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134572,UKENCA40800BW,c,20020503,2002-05-03,20020503,2002-05-03,Bathing Waters Directive,,19880101,1988-01-01,27741
134573,UKENRI147,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134574,UKENCA111,aN,20020627,2002-06-27,20090627,2009-06-27,,,,,27741
134575,UKENRI54,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134576,UKENSO_CMLK120,aP,20071015,2007-10-15,20141015,2014-10-15,,,,,27741
134577,UKENRI145,aP,20111114,2011-11-14,20181114,2018-11-14,,,,,27741
134578,UKENCA114SFW,c,20030521,2003-05-21,20030521,2003-05-21,Shellfish Waters Directive,,20030101,2003-01-01,27741
134579,UKENAN_CM23,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134580,UKENAN_CM29,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134581,UKENAN_CM31,aP,19940518,1994-05-18,20010518,2001-05-18,,,,,27741
134582,UKENAN_CM60,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134583,UKENAN_CM61,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134584,UKENAN_CM62,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134585,UKENAN_CM63,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134586,UKENAN_CM65,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
134587,UKENAN_CM66,aP,19980730,1998-07-30,20050730,2005-07-30,,,,,27741
