DP_Andau,47.7079,17.0951
DP_Deutschkreutz,47.595,16.6401
"DP_Deutsch Schützen",47.1108,16.4549
DP_Eisenstadt,47.8306,16.5415
DP_Frauenkirchen,47.8269,16.9226
DP_Gattendorf,48.0116,16.9946
DP_Gols,47.8864,16.9191
DP_Nebersdorf,47.5046,16.5726
DP_Heiligenbrunn,47.0127,16.4526
DP_Jois,47.9277,16.808
DP_Klostermarienberg,47.4252,16.5799
DP_Mischendorf,47.187,16.347
DP_Neufeld/Leitha,47.8823,16.3827
DP_Nikitsch,47.5309,16.6688
DP_Oberpullendorf,47.4894,16.5289
DP_Riedlingsdorf,47.3291,16.1475
DP_Podersdorf,47.8672,16.832
DP_Rechnitz,47.3018,16.4539
"DP_Siget in d. Wart",47.2566,16.2847
DP_Schandorf,47.238,16.419
DP_Schattendorf,47.7143,16.5209
DP_Bocksdorf,47.138,16.182
"DP_St.Andrä",47.7406,16.8495
DP_Wulkaprodersdorf,47.8018,16.5169
DP_Pamhagen,47.7215,16.8687
DP_Nickelsdorf,47.9458,17.091
DP_Glasing,47.0466,16.3659
DP_Wolfau,47.2533,16.0911
DP_Lutzmannsburg,47.4579,16.6601
"DP_Neumarkt im Tauchental",47.2836,16.2992
DP_Burg,47.2043,16.4138
DP_Tadten,47.7648,17.0028
DP_Kleinzicken,47.2076,16.3262
DP_Halbturn,47.8558,17.001
DP_Heiligenkreuz,46.9642,16.2595
"DP_Schützen",47.8569,16.6501
DP_Hochneukirchen,47.4218,16.2066
DP_Wimpassing,47.9266,16.4359
"DP_WV Abwasserverband Völkermarkt-Jaunfeld (Eberndorf)",46.6216,14.5525
"DP_ABKM ABKM-Abwasserbeseitigung Kötschach-Mauthen Errichtung und B",46.6693,13.0154
"DP_Marktgemeinde Hüttenberg",46.9278,14.5473
"DP_WV Abwasserverband Raum Friesach-Althofen",46.8603,14.4539
"DP_Reinhalteverband für das Gebiet St. Veit/Glan",46.74,14.3861
"DP_WV Reinhalteverband Mölltal",46.9191,13.2187
"DP_Gemeinde Heiligenblut",47.0145,12.8663
"DP_Gemeinde Ferndorf",46.7224,13.6373
"DP_Marktgemeinde Eisenkappel-Vellach",46.5105,14.5785
"DP_Marktgemeinde Griffen",46.6989,14.7438
"DP_Reinhalteverband ""Mittleres Lavanttal""",46.7353,14.8493
"DP_Abwasserverband ""Oberes Lavanttal""",46.9319,14.8294
"DP_Gemeinde Albeck",46.8253,14.0755
"DP_Gemeinde St. Kanzian am Klopeinersee",46.6213,14.586
"DP_Gemeinde Krems in Kärnten",46.9768,13.708
"DP_Marktgemeinde Winklern",46.8638,12.8963
"DP_Wasserverband Unteres Drautal",46.6692,13.7279
"DP_WV Abwasserverband Völkermarkt-Jaunfeld (Tainach)",46.6396,14.6556
"DP_Marktgemeinde Lavamünd",46.617,14.9738
"DP_ABUG-Abwasserbeseitigung Unteres Gailtal Errichtungs- und Betrie",46.5801,13.6176
"DP_Gemeinde Gallizien",46.5704,14.507
"DP_Gemeinde Ruden",46.6645,14.8413
"DP_Wasserverband Wörthersee Ost",46.6025,14.344
"DP_Gemeinde Irschen",46.738,13.0233
"DP_Gemeinde Großkirchheim",46.9486,12.8986
"DP_Gemeinde Poggersdorf",46.6442,14.4178
"DP_WV Ossiacher See",46.7206,14.114
"DP_Stadtgemeinde Villach",46.6142,13.88
"DP_Gemeinde Rennweg",46.9886,13.6219
"DP_Abwasserverband Wörthersee West",46.5718,14.0269
"DP_WV Millstätter See",46.775,13.5189
"DP_Abwasserverband Karnische Region",46.6106,13.4932
"DP_Gemeinde Feitritz i.R.",46.5438,14.2007
"DP_Stadtgemeinde Ferlach",46.5449,14.3059
"DP_Marktgemeinde Grafenstein",46.6041,14.488
"DP_Gemeinde Ludmannsdorf",46.5376,14.1902
