"Gemeinde Ferndorf",46.7231,13.6388
"Marktgemeinde Eisenkappel-Vellach",46.5111,14.579
"Marktgemeinde Griffen",46.6991,14.7432
"Reinhalteverband ""Mittleres Lavanttal""",46.7368,14.846
"Abwasserverband ""Oberes Lavanttal""",46.9328,14.8292
"Gemeinde Albeck",46.8253,14.0758
"Gemeinde St. Kanzian am Klopeinersee",46.6206,14.5863
"Gemeinde Krems in Kärnten",46.9766,13.7086
"Marktgemeinde Winklern",46.8608,12.8929
"Wasserverband Unteres Drautal",46.6717,13.729
"WV Abwasserverband Völkermarkt-Jaunfeld (Tainach)",46.6229,14.5518
"Marktgemeinde Lavamünd",46.6174,14.9751
"ABUG-Abwasserbeseitigung Unteres Gailtal Errichtungs- und Betriebsgesellschaft",46.5813,13.6193
"Gemeinde Gallizien",46.5684,14.5048
"Gemeinde Ruden",46.6648,14.8388
"Wasserverband Wörthersee Ost",46.6061,14.3337
"Gemeinde Irschen",46.7392,13.024
"Gemeinde Großkirchheim",46.9495,12.8994
"Gemeinde Poggersdorf",46.6421,14.4265
"WV Ossiacher See",46.7121,14.0817
"Stadtgemeinde Villach",46.612,13.8771
"Gemeinde Rennweg",46.989,13.6222
"Abwasserverband Wörthersee West",46.5732,14.024
"WV Millstätter See",46.7796,13.519
"Abwasserverband Karnische Region",46.6103,13.4911
"Gemeinde Feitritz i.R.",46.534,14.2036
"Stadtgemeinde Ferlach",46.5425,14.3046
"Marktgemeinde Grafenstein",46.6045,14.4886
"Gemeinde Ludmannsdorf",46.5385,14.1896
"WV Abwasserverband Görtschitztal",46.7382,14.5334
"Gemeinde Dellach/Gemeinde Berg",46.7383,13.0994
"Marktgemeinde Steinfeld und Greifenburg/Gemeinde Weißensee",46.7548,13.2609
"ARA GAV Fischatal 1876 WU",48.0244,16.5009
"ARA Melk 159 ME",48.235,15.335
"ARA Abwasserverband Ybbsfeld 2726 ME",48.1691,15.0913
"ARA GV Abwasserreinigung im südlichen Waldviertel 2724 ME",48.2191,15.2346
"ARA Stetten 1110 KO",48.3643,16.3744
"ARA Hollabrunn 155 HL",48.5484,16.073
"ARA AV Schwechat 1972 WU",48.1346,16.5412
"ARA Gresten 1365 SB",47.9918,15.0216
"ARA Litschau 2069 GD",48.9451,15.0424
"ARA GAV Ebenfurth-Pottendorf BN",47.9111,16.4011
"ARA Baden 197 BN",47.9947,16.264
"ARA Klosterneuburg 938 WU",48.2942,16.34
"ARA GV Abwasserbeseitigung Raum Bad Vöslau 2900 BN",47.969,16.2424
"ARA Ebreichsdorf 1906 BN",47.9723,16.4138
"ARA Moosbrunn 351 WU",48.0177,16.4698
"ARA Traiskirchen 1582 BN",48.0311,16.3095
"ARA Pyhra 2165 PL ABA",48.1602,15.6956
"ARA GAV Trumau-Schönau 2500 BN",48.0055,16.3542
"ARA Karlstetten 1901 PL",48.2546,15.5756
"ARA Loosdorf 2010 ME",48.2103,15.3905
"ARA Pöggstall 2511 ME",48.3153,15.2139
"ARA AV An der Traisen 2550 PL",48.3632,15.7644
"ARA Himberg 1948 WU",48.0917,16.4403
"ARA GV Abwasserbeseitigung Raum Pöchlarn 2840 ME",48.2148,15.2625
"ARA AV Anzbach-Laabental 2531 PL",48.223,15.9212
"ARA Wiental-Sammelkanal GmbH 901 WU",48.185,16.123
"ARA Emmersdorf 2480 ME",48.2503,15.3527
"ARA Gablitz 831 WU",48.2169,16.1639
"ARA Seibersdorf 1832 BN",47.9429,16.4943
"ARA GAV Ennsdorf-St.Pantaleon 3034 AM",48.2304,14.5361
"ARA Großkrut 2112 MI",48.6385,16.7339
"ARA Prottes 1241 GF",48.3732,16.7416
"ARA Hohenau a.d. March 330 GF",48.6062,16.9137
"ARA Zistersdorf 1187 GF",48.5472,16.7804
"ARA Gänserndorf 320 GF",48.3468,16.735
"ARA Absdorf 641 TU",48.4028,15.9901
"ARA Lunz am See 1605 SB",47.8553,15.021
"ARA Retz 1131 HL",48.7545,15.9657
"ARA Mank 2593 ME",48.1147,15.3372
"ARA Oberndorf an der Melk 1469 SB",48.0713,15.2181
"ARA Weitra 194 GD",48.7063,14.8922
"ARA Sooß 1524 BN",47.9834,16.2258
"ARA GAV Retzbach - Retz 1355 HL",48.7413,16.03
"ARA AV Raum Hainburg 1177 BL",48.1444,16.9277
"ARA GAV Raum Großkadolz 1260 HL",48.7099,16.1923
"ARA GAV Amstetten 3030 AM",48.1086,14.8963
"ARA GAV Raum St. Andrä-Wördern 1103 TU",48.3408,16.216
"ARA GAV Wagram - West 1140 TU",48.3995,15.8004
"ARA Atzenbrugg 1379 TU",48.2922,15.9126
"ARA GAV Wieselburg 1639 SB",48.1383,15.1534
"ARA Haag 3112 AM",48.1148,14.5456
"ARA Zwentendorf  225 TU",48.3448,15.92
"ARA Lackenhof 1632 SB",47.8717,15.1388
"ARA GAV Raum Krems 2874 KR",48.4007,15.6629
"ARA GAV Wolkersdorf - Pillichsdorf - Großengersdorf 2265 MI",48.3581,16.5579
"ARA Deutsch-Wagram 206 GF",48.2932,16.5575
"ARA Marchegg 323 GF",48.2535,16.9227
"ARA GAV Oberes Urltal 3104 AM",48.0581,14.7055
"ARA Hollenstein/Ybbs 3060 AM",47.8097,14.7666
"ARA Ziersdorf 681 HL",48.5284,15.9429
"ARA Wallsee 3044 AM",48.1678,14.7236
"ARA Waidhofen a.d. Ybbs 380 WY",47.9715,14.7596
"ARA AV Raum Korneuburg 1448 KO",48.3324,16.332
"ARA GAV Marchfeld 3480 GF",48.2591,16.653
"ARA Weikendorf 3723 GF",48.3439,16.7804
"ARA VG Ravelsbach - Maissau 1251 HL (ARA Gaindorf)",48.5536,15.8866
"ARA Allentsteig 4201 ZT",48.7222,15.3275
"ARA Ardagger-Markt 3032 AM",48.1864,14.8311
"ARA Groß-Enzersdorf 302 GF",48.1788,16.5466
"ARA AWV Oberes Perschlingtal 2454 PL",48.2384,15.7559
"ARA Hoheneich 2349 GD",48.7745,15.0148
"ARA Stockerau 1471 KO",48.3842,16.2297
"ARA GAV Mittleres Rußbachtal (Ulrichskirchen) 2230 MI",48.3941,16.4989
"ARA Wildendürnbach 694 MI",48.7556,16.4877
"ARA Hausbrunn 2034 MI",48.6196,16.838
"ARA Rabensburg 2248 MI",48.6418,16.9089
"ARA Poysdorf 2343 MI",48.6522,16.6865
"ARA AV Pielachtal 2435 PL (= Gd Hafnerbach/KG Pfaffing; früher Mittleres Pielach-, Sierning- und Kremnitztal)",48.2119,15.4984
"ARA GAV Kleinharraserbach 3366 GF",48.4592,16.6227
"ARA Untersiebenbrunn 3602 GF",48.2482,16.7609
"ARA Ybbsitz 3043 AM",47.9405,14.8511
"ARA Haidershofen, Dorf an der Enns (Hainbuch) 3055 AM",48.1021,14.4763
"ARA AV Oberes Schwarzatal 1760 NK",47.6753,15.9608
"ARA Alland 1386 BN",48.0415,16.101
"ARA St. Valentin 1753 AM",48.1806,14.537
"ARA Wasser- und Abwasserverb. Münchendorf 1359 MD",48.0398,16.393
"ARA Petronell-Carnuntum 809 BL",48.1169,16.8654
"ARA Dürnkrut 1356 GF",48.467,16.8617
"ARA Erholungszentrum Lassee 2211 GF",48.2198,16.8641
"ARA Obersiebenbrunn 1268 GF",48.265,16.7232
"ARA Orth an der Donau 188 GF",48.146,16.7202
"ARA AV Sulzbach 3707 GF",48.4652,16.8082
"ARA Kirchberg am Walde 2239 GD",48.7402,15.0828
"ARA Hürm 2537 ME",48.1565,15.4193
"ARA GAV Unteres Zayatal 3520 GF",48.5898,16.8315
"ARA Lengenfeld 3438 KR",48.4758,15.6164
"ARA Neudorf bei Staatz 2241 MI",48.7224,16.4771
"ARA Sitzendorf an der Schmida 1352 HL",48.5681,15.9321
"ARA Schrattenthal 445 HL (ex Obermarkersdorf)",48.7366,15.8987
"ARA Au am Leithaberge 1262 BL",47.933,16.5534
"ARA Yspertal 1345 ME",48.2773,15.0598
"ARA GV Abwasser Kirnberg - Texingtal 2556 ME",48.0774,15.3182
"ARA Ottenschlag 4310 ZT",48.4308,15.2044
"ARA AV Oberes Russbachtal 1253 KO",48.4422,16.4263
"ARA Kilb 1402 ME",48.1054,15.4149
"ARA Piringer Velm 1785 WU",48.0257,16.4287
"ARA Gars am Kamp 752 HO",48.5902,15.6573
"ARA GV Horn für Abwasserbeseitigung 1234 HO",48.6615,15.6669
"ARA Pulkau 473 HL",48.6998,15.881
"ARA Zellerndorf 765 HL",48.6999,15.9889
"ARA GAV Haugsdorf-Pernersdorf 1118 HL",48.7059,16.0858
"ARA GAV Enzersfeld-Hagenbrunn 1535 KO",48.3573,16.4388
"ARA Hadersdorf 1638 KR",48.4519,15.7194
"ARA Hohenberg 1664 LF",47.9298,15.6067
"ARA AV Gölsental 1647 LF",48.0528,15.6327
"ARA Altlichtenwarth 1706 MI",48.6467,16.7886
"ARA Bockfliess 1313 MI",48.3573,16.5997
"ARA Großebersdorf 1770 MI",48.3591,16.4695
"ARA Großharras 1810 MI",48.6682,16.2525
"ARA Ottenthal 2158 MI",48.7691,16.5781
"ARA Wilfersdorf 2330 MI",48.6005,16.698
"ARA Breitenfurt 1500 MD",48.1365,16.2113
"ARA Gumpoldskirchen 898 MD",48.0346,16.2933
"ARA Laxenburg 873 MD",48.0681,16.3675
"ARA Mödling 112 MD",48.0962,16.3302
"ARA Vösendorf 197 MD",48.1176,16.3591
"ARA AV Grimmenstein-Edlitz-Thomasberg 4700 NK",47.6284,16.1299
"ARA AV Mittleres Schwarzatal 4750 NK",47.7185,16.0468
"ARA GAV Kleines Erlauftal 1621 SB",48.0707,15.0755
"ARA GAV Erlauftal 1542 SB (Purgstall-Scheibbs-St.Anton)",48.0884,15.1435
"ARA Tulln 1590 TU",48.3339,16.0734
"ARA GAV Südöstliches Tullnerfeld in Pixendorf 1407 TU",48.2904,15.9993
"ARA Groß-Siegharts 1480 WT",48.7994,15.4179
"ARA Raabs an der Thaya 1322 WT",48.8411,15.4998
"ARA Thaya PZ 1141 WT",48.8547,15.2926
"ARA Windigsteig PZ 1430 WT",48.7697,15.281
"ARA AV Oberes Piestingtal 3000 WB",47.8909,15.984
"ARA AV Piestingtaler 3030 WB (Sollenau)",47.9049,16.2624
"ARA AV Wr. Neustadt-Süd 3040 WB",47.8335,16.2756
"ARA GAV Raum Hohe Wand - Steinfeld 1 WB",47.8229,16.1843
"ARA Groß Gerungs 4179 ZT",48.5734,14.9705
"ARA Martinsberg 4475 ZT",48.3737,15.1551
"ARA Schwarzenau 3755 ZT",48.7481,15.2661
"ARA Zwettl 3423 ZT",48.6127,15.1846
"ARA GV Altenmarkt an der Triesting - Kaumberg 3105 BN",48.0108,16.0087
"ARA GAV Ruprechtshofen - St. Leonhard / F. 2531 ME",48.1499,15.2597
"ARA Ernsthofen 3154 AM",48.1442,14.475
"ARA Ferschnitz 3053 AM",48.0996,15.0008
"ARA AV Großraum Bruck/Leitha - Neusiedl/See 1364 BL",48.0308,16.8261
"ARA GAV Oberes Zayatal 2356 MI",48.5756,16.509
"ARA MG Herrnbaumgarten 2291 MI",48.6991,16.7033
"ARA Schrattenberg 2279 MI",48.7173,16.7367
"ARA Stronsdorf 2270 MI",48.6638,16.2926
"ARA Rastenfeld 3382 KR",48.5941,15.3397
"ARA Göstling 1640 SB",47.8119,14.9298
"ARA GAV Drasenhofen 981 MI",48.7659,16.6592
"ARA Angern an der March 3490 GF",48.363,16.8314
"ARA GAV Krumau - Pölla 4085 ZT",48.6124,15.4991
"ARA GAV Aspang - Feistritz 4634 NK",47.593,16.1105
"ARA Eckartsau 3646 GF",48.1405,16.7871
"ARA GAV Gmoosbach 1426 HL",48.5995,16.086
"ARA GAV Mittlerer Weidenbach 3666 GF",48.3647,16.7121
"ARA GAV Mittleres Pittental 4635 NK",47.6868,16.1302
"ARA GAV Mittleres Schmidatal",48.4422,15.9904
"ARA GAV Taschlbach 2326 MI",48.5403,16.5104
"ARA Karlstein 1475 WT",48.8782,15.4158
"ARA AV Lainsitz 2479 GD",48.7956,14.9574
"ARA Mistelbach 84 MI",48.5704,16.6105
"ARA GAV Oberer Weidenbach 3712 GF",48.4381,16.6069
"ARA Frankenfels",47.9871,15.3481
"ARA Heiligenkreuz 1569 BN",48.0194,16.183
"ARA GAV Wagram - Nördliches Tullnerfeld 1587 TU",48.3807,15.8804
"ARA WVG Bad Schönau - Krumbach 3777 WB",47.5049,16.2398
"ARA Vitis 1146 WT",48.7532,15.1895
"ARA Leopoldsdorf im Marchfelde 3587 GF",48.2321,16.7082
"ARA Engelhartstetten 1340 GF",48.1874,16.8948
"ARA GAV Sierndorf-Göllersdorf 1369 KO",48.4203,16.1678
"ARA GAV Unteres Schmidatal 1399 KO",48.3695,16.1075
"ARA Harmannsdorf 1435 KO",48.3796,16.3689
"ARA GAV Östliches Tullnerfeld in Königstetten1671 TU",48.3087,16.134
"ARA Haringsee 3692 GF",48.2007,16.7739
"ARA Jedenspeigen 3491 GF",48.4941,16.8846
"ARA GAV Eggenburg - Röschitz 1236 HO",48.6589,15.9045
"ARA GAV Maignerbach 1260 HO",48.6768,15.8184
"ARA GAV Langenlois - Schönberg 3373 KR",48.4693,15.7022
"ARA Schollach 2943 ME (Roggendorf)",48.2072,15.3815
"ARA Guntramsdorf 1169 MD",48.042,16.3332
"ARA Lassee 53 GF",48.2131,16.8288
Senningbach,48.4589,16.239
"ARA GAV Laaer Becken 2260 MI",48.7315,16.3915
"ARA St. Aegyd am Neuwalde 1739 LF",47.8748,15.5997
"ARA Abwasserreinigung im Waldviertel GmbH 1558 WT (Waidhofen/Th)",48.8196,15.2961
"Prellenkirchen - Potzneusiedl",48.0464,16.9551
Gaming,47.9404,15.1265
"Steyr und Umgebung",48.0639,14.4328
"Altheim und Umgebung",48.2603,13.2105
Aspach,48.1903,13.3009
Braunau,48.2646,13.0596
Eggelsberg,48.0705,12.9807
Franking,48.0465,12.9164
Helpfau-Uttendorf,48.1704,13.1245
"Maria Schmolln",48.1477,13.197
Mattig-Hainbach,48.1248,13.1323
Mauerkirchen,48.1977,13.1248
Salzach-Mitte,48.0439,12.8249
"Polling und Umgebung",48.2319,13.2722
AGRANA,48.3624,14.015
Eferding,48.323,14.0471
Freistadt,48.4944,14.5065
Gutau,48.4155,14.6136
Kefermarkt,48.4306,14.5387
"Königswiesen",48.395,14.8281
Liebenau,48.536,14.8206
"Neumarkt im Mühlkreis",48.4194,14.4751
"Pierbach-Schönau-St.Thomas",48.3459,14.7218
"Untere Feldaist ",48.3532,14.5257
"St. Oswald",48.4929,14.574
"Kettenbach I",48.3222,14.6301
"Unterweißenbach",48.4288,14.7773
Unterweitersdorf,48.3538,14.4612
"Hallstättersee",47.6664,13.6081
Wolfgangsee-Ischl,47.7249,13.6484
Ebensee,47.8119,13.7817
Traunsee-Nord,47.9421,13.8032
Scharnstein,47.9157,13.9762
Vorchdorf,48.0173,13.9099
Gaspoltshofen,48.1559,13.765
"Haag /Hausruck",48.1919,13.6535
"Mittleres Trattnachtal",48.2241,13.7346
Natternbach-Neukirchen-Eschenau,48.3846,13.754
"Neumarkt /Hausruck",48.2734,13.7379
"Oberes Pramtal",48.2544,13.5915
Aschachtal,48.355,13.8706
Trattnachtal,48.241,13.9673
"Oberes Trattnachtal",48.1907,13.7076
Hinterstoder,47.7088,14.1651
Molln,47.8941,14.2553
Pettenbach,47.9632,13.9965
"Ried /Traunkreis",48.0518,14.067
"Mittleres Steyrtal",47.9808,14.2752
"Oberes Kremstal",48.006,14.1181
Windischgarsten,47.7227,14.302
"Asten - Regionalkläranlage",48.2366,14.4122
"Unteres Kremstal",48.1513,14.2298
Grein,48.2318,14.8752
"Mittlere Gusen Lungitz",48.2935,14.4759
"Bad Kreuzen",48.2533,14.8184
Mauthausen-Ost,48.2339,14.5571
Mitterkirchen,48.1804,14.7126
Pabneukirchen,48.3111,14.8146
Perg,48.2329,14.6453
"St. Georgen am Walde",48.3502,14.905
"Machland Ost Saxen",48.199,14.8006
Waldhausen,48.2639,14.9549
Eberschwang,48.1671,13.5579
Gurten,48.2536,13.3353
"Kobernaußerwald",48.1588,13.4199
Mettmach,48.1871,13.3374
"Untere Gurten",48.3304,13.3455
"Mittlere Antiesen",48.3249,13.43
Oberach,48.1602,13.4812
"Ried und Umgebung",48.2251,13.4791
"Aigen-Schlögl",48.6328,13.9749
Altenfelden,48.4738,13.9647
"Kleines Mühltal",48.4962,13.935
"Mühltal",48.5168,14.0329
"Niederranna Hofkirchen",48.4673,13.7982
Lembach,48.4924,13.9036
Neufelden,48.479,13.9995
Niederwaldkirchen,48.4459,14.0899
"Peilstein Julbach",48.6077,13.9074
"St. Veit",48.4676,14.1777
Sarleinsbach,48.5318,13.9206
Ulrichsberg,48.6645,13.9296
Andorf,48.3816,13.5701
Engelhartszell,48.496,13.7396
Esternberg,48.5409,13.5692
Kopfing,48.4361,13.6539
"Münzkirchen",48.491,13.5763
Raab,48.3553,13.6322
"Schärding",48.4644,13.4346
Suben-St.Marienkirchen,48.4073,13.4353
Pram-Pfudabach,48.4126,13.52
"Mittleres Pramtal",48.3195,13.6295
"Kurbezirk Bad Hall",48.049,14.2054
Gaflenztal,47.8527,14.6432
"Großraming",47.8838,14.541
Losenstein,47.9306,14.3952
Reichraming,47.9058,14.4486
Ternberg,47.9512,14.3587
"Bad Leonfelden",48.4942,14.3013
"Gallneukirchner Becken",48.3411,14.4509
Reichenau,48.4482,14.3622
Reichenthal,48.5424,14.3947
Schenkenfelden,48.5133,14.3628
"Mittleres Rodltal",48.4591,14.2671
Ampflwang,48.0693,13.5699
Ager-West,48.0154,13.7466
Frankenmarkt,47.9877,13.4485
"Vöckla - Redl",48.0211,13.5338
Attersee,47.9682,13.6082
Mondsee-Irrsee,47.8383,13.3547
"Pöndorf",47.9871,13.3851
Schwanenstadt,48.055,13.7924
"Raum Lambach",48.0943,13.9221
"Welser Heide",48.1822,14.1375
Offenhausen,48.1583,13.8521
Sipbachzell,48.1086,14.1248
"ARA Tennengau-Süd-Kuchl",47.6542,13.1222
"ARA Annaberg",47.5371,13.4223
"ARA Rußbach",47.5827,13.4486
"ARA Abtenau",47.5921,13.3205
"ARA Wallersee-Nord-Neumarkt",47.9436,13.2079
"ARA Siggerwiesen",47.8597,13.0025
"ARA Trumerseen",47.9812,13.0865
"ARA Wallersee-Süd-Seekirchen",47.8851,13.1206
"ARA Pladenbach",47.9929,12.8701
"ARA Fuschlsee-Thalgau",47.8378,13.2743
"ARA Faistenau",47.7591,13.2302
"ARA Werfen",47.4821,13.1921
"ARA Salzburger Ennstal",47.387,13.4954
"ARA Großarlertal",47.2799,13.2171
"ARA Filzmoos",47.4294,13.5318
"ARA Salzach-Pongau",47.4386,13.2109
"ARA Mühlbach",47.3806,13.1497
"ARA Gasteinertal",47.2648,13.0804
"ARA Fritztal-Hüttau",47.4219,13.2967
"ARA Tenneck-Werfen",47.5016,13.1734
"ARA Kleinarl",47.295,13.3054
"ARA Ramingstein",47.0671,13.8889
"ARA St.Michael i.Lg.",47.0929,13.6468
"ARA Saalbach",47.3718,12.6924
"ARA Saalachtal-Saalfelden",47.4632,12.8266
"ARA Rauris",47.2511,12.9863
"ARA Bramberg, Oberpinzgau West",47.2794,12.3967
"ARA Saalachtal-Unken",47.6635,12.7538
"ARA Zeller Becken",47.2831,12.7913
"ARA Oberpinzgau Mitte-Niedernsill",47.2815,12.6677
"ARA Dienten",47.3731,12.9989
"ARA Embach-Lend",47.3,13.0334
"ARA Unterpinzgau-Bruck",47.2828,12.8672
"ARA Zentralraum Lungau",47.1179,13.8143
Ilztal,47.1384,15.7908
St.Blasen,47.1061,14.3371
Pistorf,46.7591,15.4003
"Aigen im Ennstal",47.5443,14.146
Wildon,46.879,15.5305
"Rohr bei Hartberg",47.2361,16.0608
Liezen,47.5569,14.2592
Lassing,47.5551,14.2069
Ardning,47.5823,14.3974
Murfeld-Weitersfeld,46.7005,15.7399
Passail,47.2579,15.5038
"St.Johann im Saggautal",46.7253,15.4132
Gnas,46.8549,15.8255
Hartmannsdorf,47.0499,15.8492
Hitzendorf,47.027,15.304
"Pöllau-VKA",47.2851,15.8471
Gosdorf,46.7245,15.8437
Weiz,47.2064,15.6342
Frohnleiten,47.2559,15.3153
Tauplitz-Klachau,47.5449,14.0201
"Bad Mitterndorf",47.5469,13.9218
"Heiligenkreuz am Waasen",46.9525,15.5908
Grossklein,46.7455,15.4415
"Bad Waltersdorf-Leitersdorf",47.1485,16.0338
Sebersdorf,47.1824,16.0013
"Gleinstätten",46.755,15.3741
Trofaiach,47.414,15.02
Unterfeistritz,47.2397,15.7407
Wies,46.721,15.2801
Tauchental,47.4734,16.0635
Hainersdorf,47.0918,15.9736
Tieschen,46.7856,15.9379
Irdning,47.5059,14.0933
"Altenmarkt bei St. Gallen",47.7141,14.637
Hatzendorf,46.9724,16.0107
Grafendorf,47.3355,15.9969
Straden-Wieden,46.7851,15.8505
Stubenberg,47.2368,15.7967
Pichl-Preunegg,47.3957,13.5885
Rottenmann,47.5311,14.3191
Pischelsdorf,47.1684,15.8173
Hall/Admont,47.5809,14.4681
Heimschuh,46.7592,15.4974
"Bad Radkersburg",46.6839,16.0058
Strass,46.7174,15.6245
Unzmarkt,47.207,14.4535
Stainz,46.8857,15.2881
"Zwaring-Pöls",46.9032,15.406
Straden-Puxa,46.7868,15.8878
"Klöch-Pölten",46.7416,15.985
Hartberg,47.271,15.9797
"Marktgemeinde St. Anna am Aigen ",46.8135,15.9708
St.Michael,47.3373,15.0321
Gleisdorf,47.0931,15.7132
Leoben,47.3873,15.1065
Eisenerz,47.5663,14.8541
Kaindorf-RHV,47.2149,15.9104
Neudau,47.1646,16.0986
Ramsau,47.4197,13.6826
Ramsau,47.4197,13.6826
Mautern,47.3955,14.8454
Kalwang,47.418,14.7645
Frauental,46.8286,15.2715
Dobl-Muttendorf,46.939,15.3712
Zehndorf,46.8438,15.4177
"Fladnitz im Raabtal",46.9817,15.7989
"Wartberg/Mürz-II",47.5241,15.4656
"Langenwang/Mürz-I",47.5604,15.6083
Wagna-Leibnitz,46.7646,15.5688
Pitschgau-Eibiswald,46.702,15.2943
Schwanberg,46.7599,15.2224
Hollenegg,46.7798,15.251
Sulmeck-Greith-Gasselsdorf,46.7347,15.3364
"Deutschfeistritz-Kleinstübin",47.1766,15.3228
Leutschach,46.6666,15.4562
Haus,47.4143,13.7726
Obdach,47.0812,14.6908
"Fürstenfeld",47.0445,16.0995
"Graz-Gössendorf",46.9964,15.472
Lieboch,46.9639,15.3455
Schladming,47.3979,13.7039
Neumarkt,47.0611,14.4313
"St.Georgen ob Murau-St.",47.1019,14.1024
"St.Stefan im Rosental",46.8961,15.7197
"Oberwölz",47.1966,14.2817
"Übelbach",47.2173,15.2632
"St.Johann i.d. Haide",47.2747,16.0383
St.Radegund,47.1659,15.5037
Semriach,47.2254,15.3866
Bruck,47.394,15.2861
Vorau,47.3981,15.9058
Trieben,47.4977,14.4707
Turnau,47.5512,15.327
"St.Peter am Ottersbach",46.7963,15.7652
Breitenau,47.3843,15.4103
Riegersburg,46.9947,15.937
Mariazell,47.7611,15.3067
"Thörl",47.5127,15.221
Halbenrain,46.7183,15.9479
Gratkorn,47.1341,15.3341
Stainach,47.5305,14.117
Lafnitz-Rohrbach,47.3561,16.0285
"Pöls-VKA",47.2178,14.5966
"St.Marein/Mürz-III",47.4696,15.3605
"Kapfenberg/Mürz-IV",47.4297,15.2713
Kirchbach,46.907,15.6799
Pernegg,47.3531,15.3436
"Gröbming-Ennsboden",47.4364,13.92
"Stein a. d. Enns",47.4476,13.946
"Niederöblarn",47.4875,14.016
"St.Martin am Grimming",47.4839,13.9797
Fohnsdorf,47.1895,14.6887
"Söding",46.9904,15.2909
Fehring,46.9438,16.0172
Zeltweg,47.1877,14.7594
Voitsberg,47.0305,15.1853
"Bad Aussee",47.6017,13.7587
Murau,47.1083,14.1904
"St.Margarethen an der Raab",47.0373,15.7552
Kitzeck-Fresing,46.7667,15.4558
Feldbach-Raabau,46.953,15.9261
Sinabelkirchen,47.0975,15.8322
Aich-Assach,47.424,13.8464
Kapfenstein,46.8524,15.9945
Lebring-St.Margarethen,46.844,15.5508
Gralla,46.8161,15.5802
"Stadl an der Mur",47.0895,13.9932
"St.Ruprecht an der Raab",47.143,15.6694
Selzthal,47.5578,14.3188
"Wechselland-Mönichwald",47.4353,15.9217
Frojach-Katsch,47.1382,14.3075
Krottendorf-Preding,47.1898,15.6566
Ratten,47.4659,15.7076
Judenburg,47.1703,14.6738
"Bad Gleichenberg-Neu",46.8453,15.8956
Grosssteinbach,47.1427,15.8885
Scheifling,47.1566,14.4043
"St.Kathrein am Offenegg",47.2909,15.5627
Mureck,46.7087,15.7869
Friedberg-Ehrenschachen,47.3962,16.0502
Knittelfeld,47.2211,14.8436
Birkfeld,47.3505,15.6979
"Köflach-Süd-Lankowitzbach",47.0363,15.0884
"Köflach-Gradnerbachtal",47.0625,15.0972
Innsbruck,47.2637,11.4466
Imst,47.2192,10.751
"Längenfeld",47.1055,10.9542
Sautens,47.2151,10.8623
"Sölden",46.9917,11.0125
Stams,47.2849,10.9882
Wenns,47.1735,10.7401
Fritzens,47.3051,11.6085
"Mühlbachl",47.1399,11.4527
